symbol,timeframe,fast,slow,total_return_pct,max_drawdown_pct,sharpe,n_trades,win_rate_pct,profit_factor
ADAUSDT,1h,5,30,210.1,-73.93,0.101,1090,23.58,1.03
ADAUSDT,1h,5,50,56.74,-83.32,0.072,920,21.2,1.015
ADAUSDT,1h,5,75,226.72,-68.02,0.103,824,19.3,1.048
ADAUSDT,1h,5,100,257.37,-78.4,0.107,783,15.58,1.047
ADAUSDT,1h,5,150,101.06,-83.63,0.085,737,14.25,1.026
ADAUSDT,1h,10,30,70.56,-77.11,0.074,979,25.03,1.017
ADAUSDT,1h,10,50,77.03,-77.41,0.077,818,21.52,1.021
ADAUSDT,1h,10,75,511.74,-68.55,0.129,737,18.86,1.074
ADAUSDT,1h,10,100,439.08,-77.33,0.124,694,15.99,1.057
ADAUSDT,1h,10,150,58.66,-87.66,0.076,676,13.17,1.017
ADAUSDT,1h,15,30,28.98,-80.19,0.062,954,25.58,1.008
ADAUSDT,1h,15,50,227.88,-74.36,0.103,781,22.79,1.057
ADAUSDT,1h,15,75,541.05,-67.07,0.131,705,18.3,1.08
ADAUSDT,1h,15,100,348.49,-78.45,0.116,671,16.39,1.057
ADAUSDT,1h,15,150,141.14,-86.55,0.092,645,14.42,1.033
ADAUSDT,1h,20,30,-70.61,-89.53,-0.004,976,25.92,0.948
ADAUSDT,1h,20,50,63.53,-82.01,0.074,773,22.77,1.021
ADAUSDT,1h,20,75,204.67,-72.33,0.101,684,18.27,1.043
ADAUSDT,1h,20,100,434.19,-81.58,0.123,656,17.07,1.059
ADAUSDT,1h,20,150,132.81,-86.44,0.091,624,13.62,1.034
ADAUSDT,1h,30,50,286.4,-79.28,0.111,779,23.36,1.059
ADAUSDT,1h,30,75,410.38,-75.96,0.122,681,19.53,1.089
ADAUSDT,1h,30,100,699.36,-78.92,0.14,631,15.69,1.091
ADAUSDT,1h,30,150,69.58,-86.44,0.078,620,15.16,1.025
ADAUSDT,1h,40,50,835.98,-71.85,0.149,815,26.63,1.094
ADAUSDT,1h,40,75,443.45,-75.02,0.124,669,19.13,1.068
ADAUSDT,1h,40,100,244.18,-81.82,0.106,632,16.93,1.053
ADAUSDT,1h,40,150,48.53,-85.5,0.073,613,15.33,1.02
AVAXUSDT,1h,5,30,265.45,-73.86,0.114,949,27.08,1.048
AVAXUSDT,1h,5,50,909.11,-64.91,0.156,767,22.82,1.086
AVAXUSDT,1h,5,75,1526.04,-62.54,0.174,657,21.16,1.129
AVAXUSDT,1h,5,100,1743.0,-64.97,0.178,623,18.3,1.118
AVAXUSDT,1h,5,150,1185.42,-76.51,0.163,586,15.02,1.094
AVAXUSDT,1h,10,30,273.54,-65.41,0.115,849,26.15,1.059
AVAXUSDT,1h,10,50,1014.77,-65.08,0.161,674,25.22,1.091
AVAXUSDT,1h,10,75,1216.88,-66.54,0.166,592,21.28,1.116
AVAXUSDT,1h,10,100,1301.06,-69.75,0.167,569,17.75,1.104
AVAXUSDT,1h,10,150,888.54,-80.45,0.153,530,15.85,1.074
AVAXUSDT,1h,15,30,110.62,-72.07,0.091,815,27.12,1.029
AVAXUSDT,1h,15,50,726.22,-66.98,0.148,633,24.33,1.086
AVAXUSDT,1h,15,75,1252.76,-68.98,0.167,567,21.34,1.102
AVAXUSDT,1h,15,100,1361.78,-73.44,0.169,543,17.68,1.107
AVAXUSDT,1h,15,150,910.57,-80.09,0.154,516,17.25,1.079
AVAXUSDT,1h,20,30,33.56,-80.71,0.071,826,27.85,1.013
AVAXUSDT,1h,20,50,671.74,-65.86,0.146,615,24.07,1.096
AVAXUSDT,1h,20,75,791.95,-69.41,0.15,562,20.28,1.09
AVAXUSDT,1h,20,100,902.03,-78.45,0.154,534,17.42,1.084
AVAXUSDT,1h,20,150,660.24,-84.03,0.143,515,16.7,1.059
AVAXUSDT,1h,30,50,531.67,-67.81,0.137,633,27.49,1.107
AVAXUSDT,1h,30,75,385.01,-76.97,0.126,560,20.0,1.094
AVAXUSDT,1h,30,100,1125.01,-69.46,0.162,507,18.93,1.11
AVAXUSDT,1h,30,150,432.03,-80.23,0.13,504,16.87,1.067
AVAXUSDT,1h,40,50,384.08,-75.02,0.126,695,27.19,1.071
AVAXUSDT,1h,40,75,822.58,-67.05,0.152,548,20.8,1.094
AVAXUSDT,1h,40,100,1357.66,-71.23,0.169,493,19.07,1.137
AVAXUSDT,1h,40,150,482.23,-81.21,0.133,500,16.6,1.06
BNBUSDT,1h,5,30,24.06,-76.89,0.052,1162,25.47,1.01
BNBUSDT,1h,5,50,80.21,-78.2,0.074,977,22.52,1.027
BNBUSDT,1h,5,75,565.7,-52.18,0.142,846,19.98,1.096
BNBUSDT,1h,5,100,1034.63,-54.66,0.169,763,18.35,1.11
BNBUSDT,1h,5,150,957.61,-48.86,0.162,715,16.36,1.139
BNBUSDT,1h,10,30,96.94,-72.2,0.078,1006,27.63,1.032
BNBUSDT,1h,10,50,86.77,-71.54,0.075,846,23.52,1.041
BNBUSDT,1h,10,75,1149.92,-48.75,0.175,717,22.04,1.149
BNBUSDT,1h,10,100,1276.8,-51.75,0.179,679,19.44,1.134
BNBUSDT,1h,10,150,1029.02,-54.69,0.165,638,17.24,1.15
BNBUSDT,1h,15,30,-2.33,-82.98,0.039,988,28.04,0.999
BNBUSDT,1h,15,50,248.18,-66.7,0.109,798,25.19,1.078
BNBUSDT,1h,15,75,1183.75,-44.51,0.177,685,22.04,1.145
BNBUSDT,1h,15,100,1310.9,-52.43,0.18,657,17.96,1.128
BNBUSDT,1h,15,150,1019.98,-53.23,0.165,612,18.14,1.167
BNBUSDT,1h,20,30,23.93,-78.55,0.052,1019,29.54,1.012
BNBUSDT,1h,20,50,377.28,-51.49,0.126,768,27.08,1.098
BNBUSDT,1h,20,75,1453.91,-45.43,0.187,679,22.53,1.163
BNBUSDT,1h,20,100,1531.55,-50.67,0.187,643,18.66,1.141
BNBUSDT,1h,20,150,988.87,-50.86,0.164,603,20.56,1.16
BNBUSDT,1h,30,50,274.63,-61.91,0.113,790,27.97,1.073
BNBUSDT,1h,30,75,1567.83,-51.67,0.191,688,21.22,1.137
BNBUSDT,1h,30,100,1291.51,-60.21,0.179,643,19.75,1.132
BNBUSDT,1h,30,150,1298.56,-50.32,0.177,593,21.25,1.169
BNBUSDT,1h,40,50,180.39,-69.11,0.098,895,29.05,1.046
BNBUSDT,1h,40,75,1026.83,-62.59,0.171,689,22.35,1.108
BNBUSDT,1h,40,100,1229.09,-54.95,0.177,639,21.6,1.126
BNBUSDT,1h,40,150,1300.19,-49.74,0.177,585,21.54,1.184
BTCUSDT,1h,5,30,-9.71,-72.67,0.021,1173,24.3,0.993
BTCUSDT,1h,5,50,56.19,-65.5,0.063,955,21.78,1.032
BTCUSDT,1h,5,75,134.53,-60.22,0.093,820,19.63,1.064
BTCUSDT,1h,5,100,85.78,-62.86,0.076,769,16.78,1.048
BTCUSDT,1h,5,150,86.08,-69.51,0.075,706,16.15,1.046
BTCUSDT,1h,10,30,0.41,-79.85,0.03,1026,24.76,1.0
BTCUSDT,1h,10,50,38.72,-67.99,0.055,844,21.8,1.026
BTCUSDT,1h,10,75,223.8,-55.78,0.116,725,20.41,1.099
BTCUSDT,1h,10,100,107.41,-61.49,0.083,688,18.75,1.064
BTCUSDT,1h,10,150,146.3,-65.97,0.094,635,16.54,1.07
BTCUSDT,1h,15,30,-23.03,-82.85,0.009,1005,25.77,0.984
BTCUSDT,1h,15,50,110.91,-56.63,0.086,783,23.63,1.066
BTCUSDT,1h,15,75,187.86,-52.78,0.108,682,21.41,1.103
BTCUSDT,1h,15,100,206.72,-58.8,0.111,634,19.09,1.12
BTCUSDT,1h,15,150,170.36,-67.42,0.101,612,18.3,1.081
BTCUSDT,1h,20,30,-61.45,-87.66,-0.045,1049,24.69,0.937
BTCUSDT,1h,20,50,52.78,-60.03,0.062,788,23.1,1.033
